Gene stable ID	Gene stable ID version	Human gene stable ID	Human gene name	Gene name	Gene description
ENSMUSG00000095505	ENSMUSG00000095505.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000095505	ENSMUSG00000095505.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000095505	ENSMUSG00000095505.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000095672	ENSMUSG00000095672.2	ENSG00000135899	SP110		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000095076	ENSMUSG00000095076.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000094474	ENSMUSG00000094474.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000094799	ENSMUSG00000094799.2	ENSG00000135899	SP110		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000095570	ENSMUSG00000095570.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000094514	ENSMUSG00000094514.2	ENSG00000067066	SP100		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000096728	ENSMUSG00000096728.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204501	PRAMEF15	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000120952	PRAMEF2	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204505	PRAMEF9	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000280267	PRAMEF26	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204479	PRAMEF17	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204480	PRAMEF19	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000232423	PRAMEF6	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204478	PRAMEF20	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000279804	PRAMEF18	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000187545	PRAMEF10	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000182330	PRAMEF8	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000116721	PRAMEF1	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000116726	PRAMEF12	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000229571	PRAMEF25	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204481	PRAMEF14	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000243073	PRAMEF4	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000239810	PRAMEF11	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000204510	PRAMEF7	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000279169	PRAMEF13	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000270601	PRAMEF5	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000237700	PRAMEF33	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000096550	ENSMUSG00000096550.2	ENSG00000274764	PRAMEF27	Gm16367	predicted gene 16367 [Source:NCBI gene (formerly Entrezgene);Acc:545762]
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000094172	ENSMUSG00000094172.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000094887	ENSMUSG00000094887.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204501	PRAMEF15		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000120952	PRAMEF2		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204505	PRAMEF9		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000280267	PRAMEF26		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204479	PRAMEF17		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204480	PRAMEF19		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000232423	PRAMEF6		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204478	PRAMEF20		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000279804	PRAMEF18		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000187545	PRAMEF10		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000182330	PRAMEF8		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000116721	PRAMEF1		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000116726	PRAMEF12		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000229571	PRAMEF25		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204481	PRAMEF14		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000243073	PRAMEF4		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000239810	PRAMEF11		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000204510	PRAMEF7		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000279169	PRAMEF13		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000270601	PRAMEF5		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000237700	PRAMEF33		
ENSMUSG00000091585	ENSMUSG00000091585.3	ENSG00000274764	PRAMEF27		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000095763	ENSMUSG00000095763.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000095523	ENSMUSG00000095523.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000095475	ENSMUSG00000095475.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204501	PRAMEF15		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000120952	PRAMEF2		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204505	PRAMEF9		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000280267	PRAMEF26		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204479	PRAMEF17		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204480	PRAMEF19		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000232423	PRAMEF6		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204478	PRAMEF20		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000279804	PRAMEF18		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000187545	PRAMEF10		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000182330	PRAMEF8		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000116721	PRAMEF1		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000116726	PRAMEF12		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000229571	PRAMEF25		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204481	PRAMEF14		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000243073	PRAMEF4		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000239810	PRAMEF11		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000204510	PRAMEF7		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000279169	PRAMEF13		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000270601	PRAMEF5		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000237700	PRAMEF33		
ENSMUSG00000094855	ENSMUSG00000094855.2	ENSG00000274764	PRAMEF27		
ENSMUSG00000100032	ENSMUSG00000100032.2	ENSG00000139351	SYCP3	Gm20817	predicted gene, 20817 [Source:MGI Symbol;Acc:MGI:5434173]
ENSMUSG00000094789	ENSMUSG00000094789.8	ENSG00000139351	SYCP3	Gm28490	predicted gene 28490 [Source:MGI Symbol;Acc:MGI:5579196]
